overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image,reviewText_length_words,summary_length_words,label
5,True,"04 21, 2017",A569XUVH9DJ6K,B00I50G4O8,Bhob,Neat and workes as advertised. It would be even better if it had an option for a 10K thermistor.,Works great,1492732800,,,,19,2,POSITIVE
1,True,"03 27, 2015",A1KYHGO21H7SFH,B0008JIQVI,William Dill,Had one just like it before this one there great,One Star,1427414400,,{'Size Name:': ' 1-(Pack)'},,10,2,NEGATIVE
5,True,"12 18, 2014",A2DHPVEETOG4K4,B00947BOYQ,Alan Weatherholt,Work great without chatter.,Five Stars,1418860800,,,,4,2,POSITIVE
5,True,"02 1, 2017",A2XOIWJHE0B2LX,B00KC5HBQY,Nathaniel Morciego,"great price for it, fast delivery",Five Stars,1485907200,,{'Color:': ' Black'},,6,2,POSITIVE
2,True,"02 7, 2014",A13XK2P5ZPQITL,B005KDD0XQ,G. J.,"I ordered a handle and they sent me a banana. poor Quality control. Even though pretty cheap, I wouldn't order another one. Not worth the hassle to return it either.",Crooked,1391731200,,,,30,1,NEGATIVE
5,True,"02 7, 2014",A1Y6KI5HEN517T,B00COF7DO0,Nguyen Ha Ngan,"I love purple and never think I can get a robot in Purple. I brought it to my friend's party and it made the party so much fun. My friends played around by knocking on the table, stepping dance, beatbox (well not professional as high school musical or camp rock of course) but it doesn't matter, at least we felt like we were in a real Camp Rock. So cute and so cool, love it.",Love purple one so much,1391731200,,"{'Color:': ' Purple', 'Product Packaging:': ' Standard Packaging'}",,75,5,POSITIVE
5,True,"06 30, 2017",A38UFM2PQM2CF0,B005L67WNG,Amazon Customer,Works great,Five Stars,1498780800,,,,2,2,POSITIVE
5,True,"07 25, 2016",A3CEO5I5VKFJUW,B008YA6BWE,Jacob,"Good toothbrush, and the water flosser is very convenient while also cleaning quite well. I wish the water reservoir was a bit larger, but overall still a great alternative to manually flossing.",Great product,1469404800,,"{'Color:': ' White', 'Style Name:': ' Complete Care-Older Model'}",,32,2,POSITIVE
5,True,"02 2, 2015",A3OT5LC9ALZ5EO,B00LW6ZC4A,:o),"Bottles came quickly and very well packaged. The tubes inside are quite long and bend around and up the side of the bottle a little when you screw the sprayer on. I'm going to trim them a couple inches, so they can retrieve all the liquid from the bottom, once filled.
The spray comes out in a fine mist, which I really like!",Great for homemade projects,1422835200,2,,,63,4,POSITIVE
5,True,"05 4, 2017",ADQMD5JY576CU,B0002ZPF1C,ron gerard,everything ok,Five Stars,1493856000,,{'Package Quantity:': ' 1'},,2,2,POSITIVE
5,True,"06 16, 2015",A1LRTZX33MSQP7,B00LZWCMNK,Wonderful and very mind challenging,"Will order again.  exactly what was needed and great color.  The Purple (UV) is not very bright, but the other colors pop.",BUY BUY BUY,1434412800,,,,22,3,POSITIVE
5,True,"12 15, 2017",A2MU8N9O1VZBEW,B00O2DQRZ8,NCognito,Good quality and look as shown.,Nice.,1513296000,,,,6,1,POSITIVE
5,True,"05 29, 2015",A3B9LULEEIHJV1,B0060FGA8A,toyguy,cool lights all work so far I got these to play with,80 led bulbs,1432857600,,,,12,3,POSITIVE
3,True,"01 18, 2017",A1579A70WQ3MQC,B00AZBIZTW,devon jackson,"Fine on carpet, but spits stuff out the back on hard wood/tile floor.",Three Stars,1484697600,3,"{'Color:': ' Purple', 'Style Name:': ' Vacuum Only'}",,13,2,NEUTRAL
5,True,"06 23, 2017",AJPUVGVPRXVU1,B000NHZZ2I,ssmith6519,As expected.  Heavy duty,Five Stars,1498176000,,"{'Size:': ' 25 Pack', 'Style Name:': ' 8 AWG -- 3/8"" Ring'}",,4,2,POSITIVE
5,True,"07 31, 2016",A7UFBAYQCZUKB,B0025LGXQW,Vallincia,I use these to clean the suction holes in my menstrual cup. They are absolutely perfect!!!,They are absolutely perfect!!,1469923200,,,,16,4,POSITIVE
5,True,"11 23, 2016",A39IWJP800B6HB,B01FPG89CE,Carol,This meter is well made and functions perfectly. It's easy to use and seems very accurate. I like that it also reads the temperature.,Very nice TDS meter,1479859200,,,,24,4,POSITIVE
5,True,"10 24, 2017",A1EQBK9BHICZZN,B00VTYEIEU,Vivian Fuller,Easy to install onto other chains.  Good length.,Now I can reach,1508803200,,,,8,4,POSITIVE
5,True,"12 29, 2015",AT2BA4A8MDMN5,B00NKWKNP2,Stryker,"You get a good amount for the price, and they are very durable. They do their job well.",I was not disappointed,1451347200,,"{'Size:': ' Large', 'Package Quantity:': ' 100'}",,18,4,POSITIVE
5,True,"08 30, 2018",A2U86LXOT45QOG,B017KUC6XQ,Samer,Very solid and comes with extra battery,Five Stars,1535587200,,{'Size:': ' 6 inch'},,7,2,POSITIVE
3,True,"03 25, 2017",A2QI829V67D7TN,B00CBKFJVM,BUSHWHACKER,Works,Three Stars,1490400000,,,,1,2,NEUTRAL
4,True,"09 21, 2016",A2DXB32FKM4AQ6,B01BICPC6K,APR,Very spacious! Fits a LOT of fruit.,Four Stars,1474416000,,,,7,2,POSITIVE
4,True,"10 20, 2016",AT2MZ6HVD31ZM,B01BN4QXFC,Actual Reviewer,"It's a bismuth crystal geode! Tons of right angle bismuthy-goodness. Mine arrived and looked just like the picture. Not much more to say, it's a fun product for geode collectors and geeks alike.",Mine arrived and looked just like the picture,1476921600,2,,,33,8,POSITIVE
5,True,"09 28, 2014",A2OX7TT4Y4R42M,B005R5L5V6,J. Ban,Excellent mailing bags!,"Excellent!,",1411862400,,,,3,1,POSITIVE
5,True,"08 19, 2014",A1WT0A14CJ8BXK,B00DM8J3MI,Jim Hubbard,As advertised and quick ship,Five Stars,1408406400,,,,5,2,POSITIVE
4,True,"10 15, 2017",A3I4NI1ADYX45D,B004UUAJN4,justin cheatwood,Did its job,Worked for what it was made to do,1508025600,,"{'Size:': ' 1""'}",,3,8,POSITIVE
3,True,"07 18, 2017",A2Z2A3FA99FHB4,B00RDIPRCS,Avid Reader,"Cost of product led me to rate this low.  the 3"" by 5 yards costs $11.00.  The 4"" by 25 yards costs $18.69.  Not a very good deal.  Also the product arrived one day later than advertised.",Really watch what you are getting for the $.,1500336000,,,,37,9,NEUTRAL
5,True,"08 3, 2014",ARVN5UHODBZ53,B000FEM392,Dioniffer,"I Love This Stethoscope, Ecxelent Heart Sound And It is quite comfortable, and also this Made of durable material, Recommended 100%",I Love This Stethoscope,1407024000,3,{'Color:': ' Dark Blue'},,21,4,POSITIVE
5,True,"10 26, 2016",A178A2WZEGNG94,B0002EQU6C,wanduerman,I am told thermal pads are not so good and I really prefer to use compounds on CPU's and GPU's. I have used Arctic Silver before with no issues.,Try It You'll Like It,1477440000,,,,29,5,POSITIVE
5,True,"09 8, 2014",A3ALMEZO2S5TG4,B003R3JFJO,LP,"Love this.... does a great job in my small kennel area.  The hose is long and maintains good suction.  Filter easy to get to therefore must easier to clean.  The clear canister is great so you can see what goes on, with lots of hair sometime it will pull closer to the filter than swirl around the canister like dirt so you know to clean...",Love this.,1410134400,,,,65,2,POSITIVE
5,True,"10 20, 2015",A3ABN6Z87YQ1QB,B003ZHUUX2,Farrell Laud,Excellent,"fast and easy service, quality products",1445299200,,"{'Length:': ' 36', 'Number of Items:': ' 1', 'Overall Length:': ' 36', 'Thickness:': ' 7/8'}",,1,6,POSITIVE
5,True,"10 30, 2016",A3IX7QOEZRXHL9,B00ODBBYE8,Amazon Customer,Love these bottles! Fast delivery also!!,Five Stars,1477785600,,,,6,2,POSITIVE
4,True,"05 23, 2015",AW2U50ABPPJCA,B00004UDN8,J. Ferguson,"I was able to carry 8 and 10 foot pieces of drywall down to the basement by myself with relative ease with this tool.  Word of advice, try to keep your elbow slightly bent if you are doing the same thing.  I had a good 2-4 months of tendonitis in my elbow after that day....",carry the drywall by yourself,1432339200,,,,55,5,POSITIVE
4,True,"11 18, 2016",A30UI7B4ZSQWNI,B000UE9I8G,tongzuo,good and strong magnetic,Four Stars,1479427200,,,,4,2,POSITIVE
5,True,"09 13, 2017",AAARUD64X6FOP,B00IL6E1RS,Sandi Werbeck,Love these! They are the perfect size & my cabinets are nice & quite again.,Nice,1505260800,,,,15,1,POSITIVE
5,True,"06 10, 2017",A15RTVNZXDLHUP,B00011Q5QG,Jimmy Machnik,Great addition to a very good unit,Five Stars,1497052800,,,,7,2,POSITIVE
4,True,"12 24, 2016",A61YXFFULH1H,B00VEZ9QVY,J. W. WILLIAMS,It worked as SPECIFIED...,Four Stars,1482537600,,{'Size Name:': ' 4 Inch'},,4,2,POSITIVE
3,True,"01 18, 2013",A1KQLYQVTIK6DC,B0002YW5P2,Amazon Customer,"It may do the job but the quality is really poor, that why is cheap, can't lift my corolla need a stronger one.  You got what you paid for. Not recommended.  But if you buy make sure you check Lifting range and clearance entry.",The quality is really poor,1358467200,,{'Size:': ' 2 Ton'},,44,5,NEUTRAL
5,True,"09 7, 2017",A3FM34ZYGZJHDF,B007Y7IFA4,Stan J. Diamanti,"Very satisfied, good quality would order again.",Five Stars,1504742400,,"{'Size:': ' 5 yards length,1 inches width', 'Style:': ' Converted from 3M 3432'}",,7,2,POSITIVE
5,True,"06 10, 2017",A19XMC5KFOUFCS,B00DRALJ28,jorge andres talamantes martinez,does its job,it has a magnet for extra versatility,1497052800,,,,3,7,POSITIVE
5,True,"11 30, 2014",A3U7G6R7T27UXY,B00O90NCE8,NikkiBaby,Just what I needed for my business. They are durable and work perfectly fine!,Great Bags at a Great Price,1417305600,,,,14,6,POSITIVE
5,True,"05 21, 2015",A2JRPD4GH7SLEN,B00004WCCP,WendyGloryKile,Had used dollar store tape that of course needed to be replaced & this did that. Am glad that it's dependable. Don't buy the dollar store electrical tape for anything. Wasted money for sure.,good stuff.,1432166400,,{'Size Name:': ' 1'},,34,2,POSITIVE
5,True,"10 29, 2013",A1OTJF70R4F09P,B005W42SW2,A.K.,"I use these for car radio installs, I cut the wires, strip them, solder them together then hit shrink these into place using a lighter. It's fast easy and the cleanest install you can hope for. The sound from the stereo is also much cleaner as the connections are nearly identical to a straight run. Don't hesitate, anything other than this is a hack job!",Only way to splice cables!,1383004800,,,,65,5,POSITIVE
5,True,"06 3, 2015",A2XEEHHSFN3ZRP,B00937XB0C,Nestor Amaya,Good nails just what I needed and I would buy from them again,Five Stars,1433289600,,,,13,2,POSITIVE
2,True,"09 15, 2017",A1KDQHOYYKQZ6Z,B00ET6DD0U,A. Hampton,The description states it is a 4 pack. It is not. It is one 3oz tube for $11. I like the product. My kids breath smells better than with a lot of the other non-toxic/natural brands but this is still a lot for toothpaste.,I like the product,1505433600,,,,44,4,NEGATIVE
5,True,"01 17, 2016",A3IIEZPM9F83EL,B001DSEELY,Joseph Edelen,great item,Five Stars,1452988800,,,,2,2,POSITIVE
5,True,"05 15, 2017",A2QBNXMUBYRKET,B00A2G3JSM,Diamond,She loves this. She had been wanting a new one for awhile. She said she will continue to buy these as needed.,I bought this for my wife.,1494806400,,{'Color:': ' All Black'},,22,6,POSITIVE
3,True,"12 9, 2013",A3RKA4O6U16NGD,B0023RSTT2,Katlu,"This product probably works well and appears to be well made, but it's so humongous that I cannot use it. I had no idea how big it was when I ordered it. It is a size 10.  I decided to order a smaller one, but the sizing method is too complicated for me.  Every picture is the same size and I have no idea how big a certain size number is.  Too bad the picture isn't next to a one dollar bill or something I recognize.","great product, probably, beware the size",1386547200,,,,86,6,NEUTRAL
5,True,"06 7, 2017",A2KJU6YDVA3UDH,B00042KJQ4,Santa 2012,Most expensive piece of plastic I've ever bought.  A solution alas. It's lighter than a wood plank.,Hmm.  My jury is out on this one.,1496793600,,,,17,8,POSITIVE
1,True,"04 26, 2018",A2VXLQ4I90EZVO,B00KZHP49K,Panchunjie,The product I received is used,One Star,1524700800,,"{'Color:': ' Blue/White', 'Package Type:': ' Frustration-Free Packaging'}",,6,2,NEGATIVE
5,True,"02 15, 2015",A1ZJLTUX5MA9BR,B00BCK2FIC,Jonah,jonah,Five Stars,1423958400,,,,1,2,POSITIVE
5,True,"04 14, 2018",A3LWY5CDIO7VQR,B00065EQJU,Amazon Customer,works too good and tells me i am too fat,Five Stars,1523664000,,,,10,2,POSITIVE
5,True,"11 26, 2017",A2JOQ9MMHBVYTF,B00558U9AI,Mark J Lindsay,These are very strong towels.  Good quality.,Good quality.,1511654400,,{'Size:': ' 1-(Pack)'},,7,2,POSITIVE
4,True,"01 12, 2017",A2SG9X3Z86DYPB,B0013BKDO8,DCS,"This arrived with the humidity indicator not working, it took some time but Accurite made it right and sent me a replacement. Does a good job for the price.",Was defective when arrived Accurite made it right,1484179200,,{'Color:': ' Black/Silver'},,29,8,POSITIVE
4,True,"12 10, 2016",A171VBEEGXDSER,B00NA9M39E,Anthony Marshall,Great fit,Four Stars,1481328000,,,,2,2,POSITIVE
5,True,"07 28, 2016",A2H1AKBC8MIKGO,B004HEAFSW,TIMOTHY JOHN MONCURE,Works Great,Five Stars,1469664000,,,,2,2,POSITIVE
5,True,"11 11, 2015",A7OP4HJBESLLB,B00N2W545E,PJ,OK,Five Stars,1447200000,,,,1,2,POSITIVE
3,True,"05 11, 2009",AAKIZ7MC7SLWK,B0000DD1EJ,Kevin Paulson,"The locking part is not the same as pictured. On the ones I received are made of a very thin springy metal leading to two of the four wheels ordered not locking firmly. I put the four wheels on my rounter table which weighs around 120lbs. moves around very nicely when unlocked, but with the locking issues I can only give it three stars. Next time I would spend a little more and get a better wheel.",Not as pictured!,1242000000,4,"{'Size:': ' 3 Inch', 'Style:': ' Swivel with Brake'}",,77,3,NEUTRAL
3,False,"02 25, 2014",A2SRULZN9NUUEU,B004DGIC0W,Gregory Frenette,"Overall the hot place is usable.  Thats pretty much it, spin bar is too slow to start up so magnet has hard time sticking at higher speeds.  Hot plate is slow to heat up slowing down production time in our compounding lab. Wouldn't buy another one.",Too Slow,1393286400,3,,,46,2,NEUTRAL
1,True,"11 26, 2016",ASTHQ8R2PVKHM,B00B8882C6,Paul A. Burnside,Not as pictured - there is no cabinet included with the assortment as suggested by photo. Other seller's assortments offer much more value. The reason I opted for this one was because I was under the impression that the cabinet was included in the deal.,Buyer Beware misleading advertising in play...,1480118400,,,,45,6,NEGATIVE
5,True,"05 9, 2014",A3VVTWMKW8PHI8,B001HWGML6,Donell O Nordwick,Work great and does not strip out.  Lots cheaper than at the hardware store!  I have just ordered 2 more boxes to have on hand.,Great value for the money,1399593600,,,,25,5,POSITIVE
5,True,"11 19, 2016",AJK5KN3EPRTXJ,B00R1ISK8I,1401printer,They work great,Five Stars,1479513600,2,,,3,2,POSITIVE
5,True,"10 7, 2015",A2N8Y0VR4G4B9Q,B000LNS25Q,yvonnem,Strong magnets. I use these on my fridge to separate the different bunches of keys we have.,Strong magnets.,1444176000,,,,17,2,POSITIVE
5,True,"06 4, 2015",AE1XNBLWFV8WZ,B00M188N2G,Alan Tobin,Very fast shipping. item is jut what I was looking for.,Just what I was looking for,1433376000,,,,11,6,POSITIVE
1,True,"03 8, 2018",A3LP9OE9QDAHS9,B002WQT330,matt eaton,These probably couldn't cut paper.,One Star,1520467200,,,,5,2,NEGATIVE
5,True,"06 23, 2015",A3M6WOZLFT3WR4,B000NN9SDO,Rogelio,great item and fast shipping,Five Stars,1435017600,,,,5,2,POSITIVE
3,True,"03 8, 2017",A1B4E886GH3H0P,B00INL0BTS,NueoK,"It works, almost as advertised.  The +/- .001"" .02mm is close compared to the Mitutoyo and feeler gauges I have.

The actual accuracy is +/- .002"" and .03mm

I did not need the extra precision, so I opted not to get a second Mitutoyo. But the results are close enough for what I would be using the unit for.  Gets 2 stars dinged for not being within advertised spec.  And its +/- rating is consistently off by + .01 to .03 mm, never less.","It works, almost as advertised. The +/-. ...",1488931200,,"{'Size Name:': ' 0-6""'}",,84,8,NEUTRAL
5,True,"07 22, 2015",A2ORC5CJY5WQV8,B005KMDV9A,canongirl2,this is the second shark navigator vacuum i have purchased. Love the suction and ability to lift off. Great vacuum for the price.,bought a second one,1437523200,,,,23,4,POSITIVE
5,True,"03 22, 2018",A2G30QRSBPQGTS,B00DY9IXFI,earl shamwell,This tape really seals pipes with minor leaks..also useful to hobbyists who want to replicate chrome trim.,Really effective adhesive for a number of applications,1521676800,,,,17,8,POSITIVE
1,True,"02 14, 2017",AL6K0PO5NTZ1N,B00CJ5EO2E,Amazon Customer,not strong enough,One Star,1487030400,,{'Size Name:': ' 1 - Pack'},,3,2,NEGATIVE
5,True,"02 13, 2017",A24G2D93GX5STT,B002WJHE7E,Amazon Customer,Perfect for what I needed. Pretty sharp out the box. Fast shipping,Five Stars,1486944000,,{'Color:': ' Black'},,12,2,POSITIVE
5,True,"07 16, 2016",A2D6CXREE18REH,B000RELOUY,Mendell Martin,This was just what I was looking for and couldn't find at Home Depot. I'm a wood carver and this tape allows me to smooth round and oblong objects.,A carvers helper,1468627200,,,,29,3,POSITIVE
5,True,"11 23, 2014",A2T8DJB7IOCQ9J,B000HE5AV8,Richard Sojda,Good quality and price,Five Stars,1416700800,,,,4,2,POSITIVE
5,True,"02 13, 2018",A99R2YGJDSDYX,B0119B3SQQ,Tina H Smith,Worked great for my frame project. They had a bit of black powder on them but rolled each one in a paper towel and they were fine! They are super strong and not a single one had a defect or scratch.,Strong and Perfect!,1518480000,,,['https://images-na.ssl-images-amazon.com/images/I/716cRA0V44L._SY88.jpg'],41,3,POSITIVE
5,True,"12 13, 2013",ATSMM8Q9KYWTE,B004XZFHS8,Rich,This kit had the exact size brushes I was looking for to clean the hard-to-get-at spouts on my sports drink bottles.  They work great.,Just What I Needed,1386892800,2,,,24,4,POSITIVE
5,True,"10 23, 2014",A3QR7IX9YZZXXS,B000FN1MY0,Sequin,good product,Five Stars,1414022400,,"{'Size:': ' 3/8"" x 1/4""', 'Number of Items:': ' 1'}",,2,2,POSITIVE
5,True,"10 12, 2015",A90NQQZ264KG3,B001JYQ852,Roni M,Perfect for what I needed.,Right Choice!,1444608000,,"{'Size Name:': ' 8 Pads', 'Style:': ' 0000 Super Fine'}",,5,2,POSITIVE
3,True,"10 5, 2015",A1RVTA72S5P39N,B001PMRTN8,K. M.,Nothing much to say. Not really that good,Hmmm,1444003200,,,,8,1,NEUTRAL
5,True,"01 31, 2018",A1869FQSF8EHPP,B00130BWLM,jennifer,This stuff works great. Spreads easily. Cleans up easily. Seal lasts and resists mold in wet areas. The 3 pack was a great deal.,This stuff works great. Spreads easily,1517356800,,{'Size Name:': ' 3-Pack'},,24,6,POSITIVE
5,True,"11 18, 2015",ASZ12LWZWLWLU,B00AVSDYFO,splinter,excellent,Five Stars,1447804800,,,,1,2,POSITIVE
